chr11	3059009	3059755	1	30.603175	10	1.0825e-05	0.00036587	66.5	35.897
chr11	3060476	3060527	1	-48.190476	5	0.0079365	0.020105	3.3333	51.524
chr11	3060544	3060809	1	24.751984	8	0.064957	0.27258	61.592	36.84
chr11	3061661	3061812	1	63.376623	7	0.00058275	1	100	36.623
chr11	3061958	3062212	1	33.000000	5	0.095238	0.10557	66	33
chr11	3062669	3062757	1	66.000000	5	0.0079365	1	66	0
chr11	3062913	3063076	1	42.222222	9	0.062526	0.015297	44.444	2.2222
chr11	3050030	3050349	1	24.473262	10	0.0015047	0.0066322	57.556	33.082
chr11	3050349	3050409	1	17.994865	5	0.095238	0.15203	61.111	43.116
chr11	3050993	3051112	1	2.004622	7	0.62005	0.56875	40.051	38.046
chr11	3051168	3051562	1	30.334686	16	2.8709e-05	0.00019163	63.616	33.281
chr11	3051581	3051668	1	22.205572	7	0.097319	0.33657	54.762	32.556
chr11	3051675	3051750	1	5.101171	7	0.45571	0.58898	39.361	34.26
chr11	3051750	3052326	1	27.967895	27	1.1163e-06	0.00094839	60.193	32.226
chr11	3052442	3052518	1	-23.794248	7	0.05303	0.086275	31.905	55.699
chr11	3054142	3054261	1	36.342593	6	0.025974	0.023691	83.333	46.991
chr11	3054419	3054662	1	70.238095	7	0.00058275	0.0050121	88.095	17.857
chr11	3054734	3054884	1	-10.970418	11	0.36531	0.38025	62.284	73.254
chr11	3054887	3054940	1	16.553288	7	0.12821	0.088151	68.821	52.268
chr11	3054940	3055021	1	51.333333	5	0.0079365	0.0010173	89.333	38
chr11	3055072	3055270	1	29.333333	10	0.08921	0.014411	72.5	43.167
chr11	3055332	3055389	1	-46.111111	6	0.008658	0.0058443	8.3333	54.444
chr11	3055397	3055658	1	36.579365	15	0.00020539	1.5181e-05	92.222	55.643
chr11	3055658	3055685	1	41.047619	5	0.15079	0.10063	83.333	42.286
chr11	3055759	3056174	1	51.562500	16	0.00034301	0.00018727	86.458	34.896
chr11	3056174	3056492	1	-25.000000	5	0.22222	0.18643	30	55
chr11	3056713	3056964	1	19.421769	7	0.072844	0.34275	55.646	36.224
chr11	3057507	3057613	1	3.333333	5	0.69048	0.3356	66	62.667
chr11	3057861	3058029	1	44.642857	5	0.031746	0.0098013	50	5.3571
chr11	3065274	3065563	1	52.500000	6	0.015152	0.014668	62.222	9.7222
chr11	3066306	3067745	1	19.103129	23	2.3466e-05	2.742e-05	41.563	22.46
chr11	3063665	3064184	1	37.222222	5	0.031746	0.020414	60	22.778
chr11	3068585	3068999	1	36.003357	7	0.00058275	0.00058851	39.469	3.4659
chr11	3069101	3069427	1	11.666667	5	0.30952	0.5429	43.333	31.667
chr11	3079815	3080529	1	19.944639	24	8.2712e-08	1.2327e-05	52.9	32.956
chr11	3076863	3077555	1	25.954329	17	5.0244e-06	3.8051e-05	43.222	17.268
chr11	3077555	3078001	1	12.988546	14	0.024358	0.12848	30.711	17.723
chr11	3080926	3081309	1	23.104923	6	0.064935	0.24254	50.025	26.92
chr11	3081309	3081320	1	9.943377	5	0.42063	0.52237	27.37	17.427
chr11	3078813	3078981	1	27.922191	8	0.028127	0.17923	43.722	15.8
chr11	3079093	3079244	1	10.623981	10	0.08921	0.057186	30.164	19.54
chr11	3079251	3079488	1	21.968333	7	0.0011655	0.0049984	52.411	30.442
chr11	3081787	3082085	1	21.701777	13	1.3461e-06	0.0004663	58.939	37.237
chr11	3082085	3082593	0.092672	27.149482	17	6.4547e-07	1.7728e-07	55.542	28.393
chr11	3083103	3083200	1	19.412842	6	0.025974	0.018393	60.34	40.927
chr11	3088718	3088845	1	20.247009	5	0.0079365	0.01105	33.502	13.255
chr11	3083659	3084418	1	28.463342	16	0.00010362	3.7804e-05	60.24	31.777
chr11	3084673	3084790	1	34.646702	14	6.7041e-06	0.00044809	67.733	33.086
chr11	3085011	3085130	1	15.012976	5	0.30952	0.52347	22.897	7.8836
chr11	3085351	3086007	1	16.096788	26	6.1245e-05	0.0030941	46.518	30.421
chr11	3086469	3087152	1	27.291695	21	2.397e-06	3.2163e-05	53.186	25.895
chr11	3089577	3089620	1	33.139499	5	0.0079365	0.0038104	37.848	4.7086
chr11	3089703	3090218	1	20.169408	14	0.0012984	0.00020787	32.562	12.393
chr11	3090226	3090613	1	39.317706	5	0.055556	0.10929	51.488	12.17
chr11	3091907	3093228	0.30177	23.160334	29	4.15e-07	5.7728e-07	38.862	15.702
chr11	3093295	3093718	1	36.551258	9	4.1135e-05	0.0026795	60.321	23.77
chr11	3093821	3094030	1	47.703501	8	0.0001554	0.0007882	70.742	23.039
chr11	3094477	3094925	1	26.526001	7	0.011072	0.0067283	45.283	18.757
chr11	3094925	3095204	1	16.519584	5	0.055556	0.041551	32.042	15.523
chr11	3095204	3095373	1	26.224224	5	0.0079365	0.035235	48.521	22.296
chr11	3095645	3095810	1	39.883639	6	0.0021645	0.0014928	65.808	25.924
chr11	3096572	3097784	1	22.859147	20	2.1678e-05	0.00027705	42.221	19.362
chr11	3099037	3099153	1	23.409820	5	0.015873	0.012535	65.514	42.105
chr11	3099567	3099613	1	43.811659	5	0.0079365	0.0033342	66.615	22.803
chr11	3099881	3099958	1	3.360217	5	0.42063	0.73886	9.5776	6.2174
chr11	3100060	3100390	1	18.919739	19	2.4578e-05	3.355e-06	44.626	25.706
chr11	3100591	3100641	1	-30.142774	6	0.093074	0.12385	23.03	53.173
chr11	3100668	3101006	1	14.616143	30	8.5134e-07	4.0712e-05	44.348	29.732
chr11	3105461	3105878	1	21.197523	6	0.0021645	0.0063271	39.506	18.309
chr11	3105884	3106521	1	19.399608	14	0.03455	0.04744	36.523	17.124
chr11	3106716	3106834	1	21.175227	7	0.00058275	0.001819	47.068	25.893
chr11	3106834	3107388	1	15.412567	9	0.039984	0.033244	36.451	21.038
chr11	3101809	3102134	1	30.000000	5	0.095238	1	100	70
chr11	3102622	3103186	1	14.434988	20	0.0015516	0.0031508	34.354	19.919
chr11	3103247	3103649	1	29.790469	14	0.019112	0.047206	59.083	29.293
chr11	3103827	3104400	1	11.840218	5	0.095238	0.12864	25.315	13.475
chr11	3107804	3107883	1	38.602625	13	0.00038402	0.0045966	57.564	18.961
chr11	3075595	3076300	1	20.289039	14	0.00019784	0.0021487	27.47	7.1808
chr11	3111621	3112638	1	21.981933	18	0.00014668	0.004375	38.575	16.593
chr11	3108210	3109359	1	21.428296	34	0.00017455	6.3313e-05	43.014	21.586
chr11	3114702	3115003	1	11.758508	5	0.015873	0.056351	32.458	20.7
chr11	3115019	3115135	1	18.514371	5	0.0079365	0.047199	40.304	21.789
chr11	3115135	3115534	1	20.668229	7	0.00058275	0.00074602	40.508	19.84
chr11	3115625	3115943	1	24.237522	9	0.0039901	0.031446	41.319	17.081
chr11	3109711	3110028	1	21.792046	6	0.064935	0.31236	44.002	22.21
chr11	3110124	3110869	1	6.907166	8	0.57374	0.45767	22.07	15.162
chr11	3110869	3111143	1	17.044057	5	0.0079365	0.020224	42.703	25.659
chr11	3117300	3117335	1	21.291865	5	0.0079365	0.0030449	47.969	26.678
chr11	3117686	3118031	1	26.773820	7	0.002331	0.020208	40.004	13.231
chr11	3119226	3119785	1	21.919730	10	1.0825e-05	0.00017387	38.792	16.872
chr11	3120646	3120866	1	27.813539	5	0.0079365	0.0033176	57.266	29.453
chr11	3121172	3121791	1	14.838249	12	0.0045131	0.04615	35.236	20.397
chr11	3122165	3122371	1	21.190723	5	0.0079365	0.0099259	37.535	16.345
chr11	3122500	3122645	1	-1.766820	5	0.69048	0.61981	2.0374	3.8042
chr11	3122691	3123807	1	21.816557	28	8.8309e-09	1.639e-05	47.038	25.221
chr11	3123836	3124780	1	14.008373	19	0.00082938	0.0064901	29.81	15.801
chr11	3124915	3125089	1	10.022989	5	0.22222	0.14293	11.356	1.3333
chr11	3125596	3125695	1	24.105290	8	0.0001554	0.0036793	39.65	15.545
chr11	3125985	3126153	1	1.363847	5	0.095238	0.31431	2.0305	0.66667
chr11	3131024	3131079	1	20.354564	5	0.0079365	0.09553	36.86	16.505
chr11	3131428	3131624	1	23.115754	5	0.0079365	0.0014708	38.781	15.665
chr11	3131795	3132094	1	31.876122	8	0.0010878	0.0066815	37.558	5.6824
chr11	3126508	3126798	1	37.928671	5	0.0079365	0.0047316	48.272	10.344
chr11	3126911	3126984	1	10.173438	6	0.041126	0.064843	25.797	15.624
chr11	3126997	3127378	1	4.157834	9	0.66647	0.5651	9.0938	4.936
chr11	3127443	3128213	1	18.886115	18	0.00021415	0.00067093	36.503	17.617
chr11	3128866	3129802	1	24.475295	17	2.1799e-06	8.5096e-05	40.948	16.473
chr11	3130021	3130053	1	20.828976	5	0.055556	0.037231	56.454	35.625
